id	door	door_title	requirement	acceptance_test	state	evidence
OWF-0095-ب	٤-١١	البذرُ التجريبيُّ الكامل	سجلُّ الموردِ ← بياناتُه ← عقدُه ← حصتُه المتفقُ عليها ← حاوياتُه	اختبارُ حكم: كلُّ موردٍ بسجلٍّ وعقدٍ وحصةٍ قبلَ تخصيصِ حاوية	غير مقيس	
OWF-0096-أ	٤-١١	البذرُ التجريبيُّ الكامل	حجّةُ «SD-04» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0096-ب	٤-١١	البذرُ التجريبيُّ الكامل	◆ فالموردُ المبذورُ بلا عقدٍ لا حصةَ له ولا يُختبر عليه توزيعُ حاوية	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0097-أ	٤-١١	البذرُ التجريبيُّ الكامل	حكمٌ نافذ «SD-05» — ◆ وسلسلةُ التخصيصِ الثلاثية — نطاقُ الحكم	اختبارُ حكم: كلُّ وحدةٍ متعاقدٍ عليها متتبَّعةٌ إلى معدةٍ ومشغّلٍ بلا انقطاع	غير مقيس	
OWF-0097-ب	٤-١١	البذرُ التجريبيُّ الكامل	حصةُ عقدِ العميلِ ← حاوياتٌ ← حصةُ كلِّ موردٍ ← معداتُه ← مشغّلوها	اختبارُ حكم: كلُّ وحدةٍ متعاقدٍ عليها متتبَّعةٌ إلى معدةٍ ومشغّلٍ بلا انقطاع	غير مقيس	
OWF-0098-أ	٤-١١	البذرُ التجريبيُّ الكامل	حجّةُ «SD-05» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0098-ب	٤-١١	البذرُ التجريبيُّ الكامل	◆ فالسلسلةُ تُختبر كاملةً: من وحدةٍ متعاقدٍ عليها إلى مشغّلٍ يُنتجها	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0099-أ	٤-١١	البذرُ التجريبيُّ الكامل	حكمٌ نافذ «SD-06»	اختبارُ حكم: كلُّ عقدٍ من الخمسةَ عشرَ بلغ الأثرَ النهائيَّ في فترةٍ واحدةٍ على الأقل	غير مقيس	
OWF-0099-ب	٤-١١	البذرُ التجريبيُّ الكامل	◆ ثم دورةُ وحداتِ العملِ العشريةُ كاملةً: تُشغَّل الدورةُ من الإدخالِ إلى الأثرِ النهائيِّ على العقودِ الخمسةَ عشرَ	اختبارُ حكم: كلُّ عقدٍ من الخمسةَ عشرَ بلغ الأثرَ النهائيَّ في فترةٍ واحدةٍ على الأقل	غير مقيس	
OWF-0100-أ	٤-١١	البذرُ التجريبيُّ الكامل	حجّةُ «SD-06» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0100-ب	٤-١١	البذرُ التجريبيُّ الكامل	◆ فيُختبر الاستعدادُ والتعطلُ والعجزُ والمخصومُ والقبولُ الجزئيُّ والتصحيحُ الثلاثيّ	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0101-أ	٤-١١	البذرُ التجريبيُّ الكامل	حكمٌ نافذ «SD-07» — والبيانُ المبذورُ موسومٌ صريحًا — نطاقُ الحكم	اختبارُ حكم: صفرُ صفٍّ مبذورٍ بلا وسمٍ ومرجعِ دفعة	غير مقيس	
OWF-0101-ب	٤-١١	البذرُ التجريبيُّ الكامل	◆ كلُّ صفٍّ مبذورٍ يحمل وسمًا «بيانُ اختبارٍ» وتاريخَ بذرِه ومرجعَ دفعتِه	اختبارُ حكم: صفرُ صفٍّ مبذورٍ بلا وسمٍ ومرجعِ دفعة	غير مقيس	
OWF-0102-أ	٤-١١	البذرُ التجريبيُّ الكامل	حجّةُ «SD-07» — نطاقُ الحكم	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
OWF-0102-ب	٤-١١	البذرُ التجريبيُّ الكامل	◆ فيُمكن عزلُه أو محوُه بلا لمسِ بيانٍ حقيقيٍّ · والخلطُ بينهما يُفسد كلَّ تقرير	اختبارُ حجّة: الحجّةُ مكتوبةٌ ومفحوصة	غير مقيس	
