المعرف,وثيقته,النمط,نصه
UXP-101,E-03,أخرى,"قاعدة الثبات — نطاقُ الحكم § UXP-101 § اختبارُ حدث: بمعطى تنفيذِ «البنية واحدة في كل المساحات — ترويسة الكيان وحالته ·…» · وعند وقوع الفعل · فإن الحدثَ يُنشر بمفتاحه ويستهلكه المعنيُّ ويتغير أثرُه · وإعادةُ النداء ترجع مرجعَ الأثر الأول · ومرجعُ حالة المصدر: UXP-115"
UXP-102,E-03,أخرى,"① الإدارة (مؤشراتها وأداؤها وإنجازها · الطلبات والاعتمادات المعلّقة · مهام الفريق · المخاطر والانحرافات) ② المشروع (الإنتاج والوحدات بوحداتها · التوقفات بمسؤوليها · المعدات والمشغّلون · البلاغات · الالتزام بالعقد والاستحقاقات · مؤشرات الأداء) ③ المورد (معداته وجاهزيتها · حصته واستهلاكها · وحداته المعتمدة والمنتظرة · مستخلصاته وتسوياته · بلاغاته · عقده وتقييمه) ④ العميل (عقده والتزاماته · الإنجاز مقابل الملتزم · وحداته المعتمدة · مستخلصاته وذممه · اعتماداته المعلّقة · بلاغاته) ⑤ المعدة (تشغيلها و"
UXP-103,E-03,أخرى,"يعرض من يقع في نطاق المستخدم (مرؤوسوه · فريق ورديته · مشغّلو مورده · ممثلو عميله) بحالة كل وآخر نشاطه ونسبة إنجازه وتنبيهاته الحرجة § UXP-103 § اختبارُ حساب: بمعطى مدخلاتٍ معلومةٍ لـ«يعرض من يقع في نطاق المستخدم (مرؤوسوه · فريق ورديته …» · وعند إعادة الحساب من المصدر · فإن الناتجَ يطابق المعروضَ بلا فرق · ومرجعُ حالة المصدر: UXP-115"
UXP-104,E-03,أخرى,"التحوّل بنقرة — نطاقُ الحكم § UXP-104 § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«اختيار عضو يحوّل المساحة الوسطى إلى مساحته دون مغادر…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل · ومرجعُ حالة المصدر: UXP-115"
UXP-105,E-03,أخرى,"طبقات التنقل — نطاقُ الحكم § UXP-105 § اختبارُ منع: بمعطى محاولةٍ تخالف «أنا ← أحد فريقي ← إدارتي ← مشروعي ← معدتي ← موردي/عم…» · وعند تنفيذها · فإن الخادمَ يرفض برمزٍ وسببٍ ويُسجَّل الرفضُ بالمستخدم والوقت · ومرجعُ حالة المصدر: UXP-115"
UXP-106,E-03,أخرى,"فتات الطريق — نطاقُ الحكم § UXP-106 § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«مسار الطبقات ظاهر دائمًا ويُنقر للرجوع لأي مستوى — و…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل · ومرجعُ حالة المصدر: UXP-115"
UXP-107,E-03,أخرى,"عقد تغذية اللوحات بخمسة عناصر — نطاقُ الحكم § UXP-107 § اختبارُ انتقال: بمعطى مستندٍ في حالته السابقةِ لـ«① الهوية والنطاق ② المؤشرات (بطاقات بترويسة ثابتة: ا…» · وعند تنفيذ المحفّز بمخوَّلٍ وشرطٍ مستوفًى · فإن الحالةَ تنتقل ويُسجَّل الانتقالُ بفاعله ووقته · والانتقالُ غيرُ المعرَّف يُرفض · ومرجعُ حالة المصدر: UXP-115"
UXP-108,E-03,أخرى,"لا مساحة تملك جدولًا ولا تحسب مؤشرًا § UXP-108 § اختبارُ حساب: بمعطى مدخلاتٍ معلومةٍ لـ«لا مساحة تملك جدولًا ولا تحسب مؤشرًا — الحساب في خدم…» · وعند إعادة الحساب من المصدر · فإن الناتجَ يطابق المعروضَ بلا فرق · ومرجعُ حالة المصدر: UXP-115"
UXP-109,E-03,أخرى,"موظف ميداني ← مساحته الشخصية · مشرف مورد § UXP-109 § اختبارُ انتقال: بمعطى مستندٍ في حالته السابقةِ لـ«مالك إدارة ← مساحة إدارته · مدير مشروع/موقع ← مساحة …» · وعند تنفيذ المحفّز بمخوَّلٍ وشرطٍ مستوفًى · فإن الحالةَ تنتقل ويُسجَّل الانتقالُ بفاعله ووقته · والانتقالُ غيرُ المعرَّف يُرفض · ومرجعُ حالة المصدر: UXP-115"
UXP-110,E-03,أخرى,"شاشات المساحات الأربع — نطاقُ الحكم § UXP-110 § اختبارُ منع: بمعطى محاولةٍ تخالف «① المساحة السياقية (لوحة —» · وعند تنفيذها · فإن الخادمَ يرفض برمزٍ وسببٍ ويُسجَّل الرفضُ بالمستخدم والوقت · ومرجعُ حالة المصدر: UXP-115"
UXP-115,E-03·E-06,أخرى,"بلوغ أي طبقة مسموحة بنقرتين لدى ٨٠٪ فأعلى · وصفر بطاقة تُصيَّر بلا مرور بالحارس · وصفر رقم بلا رابط تعمّق · وصفر تسريب في محاولات تجاوز النطاق. § UXP-115 § اختبارُ قبولٍ شامل: بمعطى بيئةٍ مهيَّأةٍ لـ«بلوغ أي طبقة مسموحة بنقرتين لدى ٨٠٪ فأعلى · وصفر بطا…» · وعند تنفيذ الحكم بكل حالاته المذكورة في نصِّه · فإن كلَّ بندٍ فيه يتحقق ويُوثَّق شاهدُه · ولا يُقبل الحكمُ بتحقق بعضه"
UXP-116,E-03,أخرى,"احدة لكل الأدوار ③ سايدبار طويل مسطّح من 155 شاشة ④ لا فصل بين اليومي § UXP-116 § اختبارُ عرض: بمعطى دورٍ مخوَّلٍ لـ«① لغة الوثائق صارت لغة واجهة ② لوحة واحدة لكل الأدوا…» · وعند فتحها من مرحلتها في الدورة · فإن الشاشةَ تُصيَّر بأعمدتها وأفعالها المسموحة · والمجموعةُ الفارغةُ لا تُعرض · ومرجعُ حالة المصدر: UXP-154"
UXP-117,E-03,أخرى,"أسئلة المستخدم السبعة معيار قياس كل شاشة — نطاقُ الحكم § UXP-117 § اختبارُ عرض: بمعطى دورٍ مخوَّلٍ لـ«ماذا أفعل الآن؟ · أين أجد عملي؟ · ما الطلبات التي تن…» · وعند فتحها من مرحلتها في الدورة · فإن الشاشةَ تُصيَّر بأعمدتها وأفعالها المسموحة · والمجموعةُ الفارغةُ لا تُعرض · ومرجعُ حالة المصدر: UXP-154"
UXP-118,E-03,ظهور,"الهدف — نطاقُ الحكم § UXP-118 § اختبارُ ظهور: بمعطى مستخدمٍ داخلَ النطاق وآخرَ خارجه لـ«نقل النظام من تطبيق يعرض محتوى الوثائق كما كُتب إلى …» · وعند فتح الشاشة · فإن الأولَ يرى نطاقَه والثانيَ لا يُصيَّر له العنصرُ ولا يُرسَل في الاستجابة · ومرجعُ حالة المصدر: UXP-154"
UXP-119,E-03,ظهور,"① لغة عمل لا لغة وثائق ② الدور أولًا ③ نقرتان إلى المهمة (قياسًا لا شعارًا) ④ الخطوة التالية دائمًا ⑤ فصل صارم للأنواع ⑥ الرحلة لا الشاشات ⑦ العدّاد قبل الاسم ⑧ الحالة الفارغة تُرشد ⑨ الجوال وRTL أصلان ⑩ لا فقدان وظيفة. § UXP-119 § اختبارُ ظهور: بمعطى مستخدمٍ داخلَ النطاق وآخرَ خارجه لـ«① لغة عمل» · وعند فتح الشاشة · فإن الأولَ يرى نطاقَه والثانيَ لا يُصيَّر له العنصرُ ولا يُرسَل في الاستجابة · ومرجعُ حالة المصدر: UXP-154"
UXP-120,E-03,أخرى,"القائمة المحظورة في الواجهة (صيغة UX-01) — نطاقُ الحكم § UXP-120 § اختبارُ حدث: بمعطى تنفيذِ «المروحة · المعالجة الذرية · تفريع الأثر · الحدث (بمع…» · وعند وقوع الفعل · فإن الحدثَ يُنشر بمفتاحه ويستهلكه المعنيُّ ويتغير أثرُه · وإعادةُ النداء ترجع مرجعَ الأثر الأول · ومرجعُ حالة المصدر: UXP-154"
UXP-121,E-03,أخرى,"قوائم التنقّل تُلغى روابطَ — نطاقُ الحكم § UXP-121 § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ««التشغيل» و«الإعدادات» و«مركز التقارير» و«تسجيل الوح…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل · ومرجعُ حالة المصدر: UXP-154"
UXP-122,E-03,أخرى,"البطاقات لا تسكن السايدبار — نطاقُ الحكم § UXP-122 § اختبارُ عرض: بمعطى دورٍ مخوَّلٍ لـ«بطاقة العميل/المعدة/الموظف/العقد تُفتح من سجلّها» · وعند فتحها من مرحلتها في الدورة · فإن الشاشةَ تُصيَّر بأعمدتها وأفعالها المسموحة · والمجموعةُ الفارغةُ لا تُعرض · ومرجعُ حالة المصدر: UXP-154"
UXP-123,E-03,أخرى,"المكرّر يُدمج — نطاقُ الحكم § UXP-123 § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«شاشتا معدات تصيران واحدة» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل · ومرجعُ حالة المصدر: UXP-154"
UXP-124,E-03,أخرى,"العمق نقرتان — نطاقُ الحكم § UXP-124 § اختبارُ انتقال: بمعطى مستندٍ في حالته السابقةِ لـ«باب ← شاشة» · وعند تنفيذ المحفّز بمخوَّلٍ وشرطٍ مستوفًى · فإن الحالةَ تنتقل ويُسجَّل الانتقالُ بفاعله ووقته · والانتقالُ غيرُ المعرَّف يُرفض · ومرجعُ حالة المصدر: UXP-154"
UXP-125,E-03,أخرى,"خمس لوحات نموذجية معتمدة بمكوّناتها — نطاقُ الحكم § UXP-125 § اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«المدير المالي (السيولة · مستحقات 7 و30 يومًا · تحصيل…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل · ومرجعُ حالة المصدر: UXP-154"
UXP-126,E-03,أخرى,"يراها الطالب كلها داخل «طلباتي المالية ← الطلب» بشريط الحالة § UXP-126 § اختبارُ انتقال: بمعطى مستندٍ في حالته السابقةِ لـ«إنشاء ← مراجعة البيانات ← إرفاق المستندات ← الإرسال …» · وعند تنفيذ المحفّز بمخوَّلٍ وشرطٍ مستوفًى · فإن الحالةَ تنتقل ويُسجَّل الانتقالُ بفاعله ووقته · والانتقالُ غيرُ المعرَّف يُرفض · ومرجعُ حالة المصدر: UXP-154"
UXP-127,E-02,أخرى,"رحلة الوحدة التشغيلية — نطاقُ الحكم § UXP-127 § اختبارُ انتقال: بمعطى مستندٍ في حالته السابقةِ لـ«إدخال في التايم شيت اليومي ← اعتماد الموقع ← مراجعة …» · وعند تنفيذ المحفّز بمخوَّلٍ وشرطٍ مستوفًى · فإن الحالةَ تنتقل ويُسجَّل الانتقالُ بفاعله ووقته · والانتقالُ غيرُ المعرَّف يُرفض · ومرجعُ حالة المصدر: UXP-154"
UXP-129,E-03,أخرى,"مواضع اللغة المعمارية الأربعة — نطاقُ الحكم § UXP-129 § اختبارُ منع: بمعطى محاولةٍ تخالف «تلميح Tooltip (تعريف الحقل أو المؤشر) · سطر «ما هذه …» · وعند تنفيذها · فإن الخادمَ يرفض برمزٍ وسببٍ ويُسجَّل الرفضُ بالمستخدم والوقت · ومرجعُ حالة المصدر: UXP-154"
UXP-130,E-03,ظهور,"الأدوار الثلاثة عشر المعتمدة بلوحاتها وسايدباراتها ورحلاتها — نطاقُ الحكم § UXP-130 § اختبارُ ظهور: بمعطى مستخدمٍ داخلَ النطاق وآخرَ خارجه لـ«الأدوار الثلاثة عشر المعتمدة بلوحاتها وسايدباراتها و…» · وعند فتح الشاشة · فإن الأولَ يرى نطاقَه والثانيَ لا يُصيَّر له العنصرُ ولا يُرسَل في الاستجابة · ومرجعُ حالة المصدر: UXP-154"
UXP-139,E-04,أخرى,"ورحلته: الدور ← شاشاته ← مستخدموه § UXP-139 § اختبارُ انتقال: بمعطى مستندٍ في حالته السابقةِ لـ«مدير الصلاحيات — لوحته «الصلاحيات» بثلاثة تبويبات (ا…» · وعند تنفيذ المحفّز بمخوَّلٍ وشرطٍ مستوفًى · فإن الحالةَ تنتقل ويُسجَّل الانتقالُ بفاعله ووقته · والانتقالُ غيرُ المعرَّف يُرفض · ومرجعُ حالة المصدر: UXP-154"
UXP-144,E-03,أخرى,"تخرج من السايدبار · 14 تُلغى دمجًا أو حذف تكرار § UXP-144 § اختبارُ عرض: بمعطى دورٍ مخوَّلٍ لـ«92 شاشة تُعاد تسميتها بلغة عمل · 23 تصير بطاقة أو تب…» · وعند فتحها من مرحلتها في الدورة · فإن الشاشةَ تُصيَّر بأعمدتها وأفعالها المسموحة · والمجموعةُ الفارغةُ لا تُعرض · ومرجعُ حالة المصدر: UXP-154"
UXP-153,E-03,ظهور,"① الجرد والتشخيص ② هندسة المعلومات ③ إعادة التسمية (على أسماء العرض فقط — Routes والملفات تبقى دون كسر) ④ النماذج الأولية (Wireframes واختبارها مع مستخدمَين فعليَّين لكل دور) ⑤ التنفيذ ⑥ الاختبار. § UXP-153 § اختبارُ ظهور: بمعطى مستخدمٍ داخلَ النطاق وآخرَ خارجه لـ«① الجرد والتشخيص ② هندسة المعلومات ③ إعادة التسمية (…» · وعند فتح الشاشة · فإن الأولَ يرى نطاقَه والثانيَ لا يُصيَّر له العنصرُ ولا يُرسَل في الاستجابة · ومرجعُ حالة المصدر: UXP-154"
UXP-154,E-02·E-03·E-04·E-06,أخرى,"الفهم بلا وثائق · الاسم يصف الوظيفة · الأبواب لا تختلط · لوحة لكل دور (ثلاث عشرة لوحة) · نقرتان لأهم خمس مهام تُقاس فعليًّا · الرحلة ظاهرة بشريط حالة · لا تكرار ولا تعارض · لا كسر · الجوال وRTL · اختبار مستخدمين فعليين لكل دور. § UXP-154 § اختبارُ قبولٍ شامل: بمعطى بيئةٍ مهيَّأةٍ لـ«الفهم بلا وثائق · الاسم يصف الوظيفة · الأبواب» · وعند تنفيذ الحكم بكل حالاته المذكورة في نصِّه · فإن كلَّ بندٍ فيه يتحقق ويُوثَّق شاهدُه · ولا يُقبل الحكمُ بتحقق بعضه"
WF-09,WFM-01,أخرى,"تملك الحوكمةُ القدرةَ على تفسير سبب ظهور كلِّ عنصرٍ لكلِّ مستخدم بسلسلةٍ كاملة: المصدرُ ثم القاعدةُ ثم الدورُ ثم النطاقُ ثم التفويض. § ● والعنصرُ الذي لا تكتمل سلسلتُه الخماسيةُ لا يُعرض — والحجبُ أسلمُ من الظهور بلا تفسير."
WF-11,WFM-01,أخرى,"يحمل كلُّ عنصرِ عملٍ ستةً من خريطة أفعال NAV-09: ما يُكتب في الجداول · والحدثُ المنشور · ومن يستهلكه · وما يتغير عند المستهلك · والإداراتُ المتأثرةُ من زوايا عرض شاشته · وفعلُ العكس. § ● والإداراتُ المتأثرةُ تُقرأ من زوايا العرض لا من إدخالٍ يدوي — فكلُّ إدارةٍ تعرض الشاشةَ بزاويةٍ هي إدارةٌ متأثرةٌ بأفعالها."
WFM-001,WFM-01,أخرى,"شاشاتُ «مهامي» و«موافقاتي» و«طلباتي» و«بلاغاتي» و«إنجازي» واجهاتُ قراءةٍ وتنفيذٍ تجمع عناصرَ من مصادرها الأصلية في الإدارات § WFM-001 § اختبارُ منع: إنشاءُ عنصرٍ مباشرةً من مساحة عملي بلا مصدرٍ أصليٍّ يُرفض"
WFM-002,WFM-01,أخرى,"كلُّ عنصرٍ ظاهرٍ في مساحة عملي يرجع إلى مستنده أو سجله أو شاشته الأصلية بضغطةٍ واحدة. § — ذريّ § اختبارُ ربط: كلُّ صفٍّ يفتح أصلَه بضغطةٍ واحدةٍ ولا صفَّ بلا رابط"
WFM-003,WFM-01,أخرى,"يُعرَّف نوعُ عنصر العمل «مهمة» (WI-TSK) بأنه — نطاقُ الحكم § WFM-003 § اختبارُ تمييز: ليست الطلبَ — الطلبُ يُقدَّم والمهمةُ تُسنَد"
WFM-004,WFM-01,أخرى,"يُعرَّف نوعُ عنصر العمل «تكليف» (WI-ASG) بأنه — نطاقُ الحكم § WFM-004 § اختبارُ تمييز: ليس المهمةَ — التكليفُ إطارٌ والمهمةُ عملٌ داخله"
WFM-005,WFM-01,أخرى,"يُعرَّف نوعُ عنصر العمل «طلب» (WI-REQ) بأنه — نطاقُ الحكم § WFM-005 § اختبارُ تمييز: ليس البلاغَ — الطلبُ يُقدَّم قصدًا والبلاغُ عن واقعة"
WFM-006,WFM-01,أخرى,"يُعرَّف نوعُ عنصر العمل «موافقة» (WI-APR) بأنه — نطاقُ الحكم § WFM-006 § اختبارُ تمييز: ليست المهمةَ — المهمةُ عملٌ والموافقةُ حكم"
WFM-007,WFM-01,أخرى,"يُعرَّف نوعُ عنصر العمل «بلاغ» (WI-INC) بأنه — نطاقُ الحكم § WFM-007 § اختبارُ تمييز: ليس التنبيهَ — البلاغُ يحتاج معالجةً والتنبيهُ إحاطة"
WFM-008,WFM-01,أخرى,"يُعرَّف نوعُ عنصر العمل «تنبيه» (WI-NTF) بأنه — نطاقُ الحكم § WFM-008 § اختبارُ تمييز: ليس المهمةَ — ولا يتحول إليها إلا بفعلٍ مطلوب"
WFM-009,WFM-01,أخرى,"يُعرَّف نوعُ عنصر العمل «إنجاز» (WI-ACH) بأنه — نطاقُ الحكم § WFM-009 § اختبارُ تمييز: ليس المهمةَ المكتملة — الإنجازُ يُشتق منها بعد القبول"
WFM-010,WFM-01,أخرى,"يُعرَّف نوعُ عنصر العمل «مؤشر» (WI-KPI) بأنه — نطاقُ الحكم § WFM-010 § اختبارُ تمييز: ليس الإنجازَ — الإنجازُ واقعةٌ والمؤشرُ تجميعُها"
WFM-011,WFM-01,أخرى,"تعتمد المهمةُ آلةَ حالاتٍ موحَّدةً بخمسَ عشرةَ حالة، ولكل انتقالٍ مخوَّلٌ وشرطٌ وحقولٌ مطلوبةٌ ومن يُخطَر وأثرٌ على المدة والإنجاز. § — ذريّ § اختبارُ انتقال: انتقالٌ غيرُ معرَّفٍ أو من غير مخوَّلٍ يُرفض"
WFM-012,WFM-01,أخرى,"حالةُ المهمة «مسودة» — نطاقُ الحكم § WFM-012 § اختبارُ انتقال: المنشئ وحدَه يغيّرها وأثرُها لا يُحتسب"
WFM-013,WFM-01,أخرى,"حالةُ المهمة «مجدولة» — نطاقُ الحكم § WFM-013 § اختبارُ انتقال: النظامُ آليًّا وحدَه يغيّرها وأثرُها لا يُحتسب"
WFM-014,WFM-01,أخرى,"حالةُ المهمة «مسندة» — نطاقُ الحكم § WFM-014 § اختبارُ انتقال: المكلِّف وحدَه يغيّرها وأثرُها يبدأ عدُّ الاستجابة"
WFM-015,WFM-01,أخرى,"حالةُ المهمة «مستلمة» — نطاقُ الحكم § WFM-015 § اختبارُ انتقال: المنفّذ وحدَه يغيّرها وأثرُها يقف عدُّ الاستجابة ويبدأ الإنجاز"
WFM-016,WFM-01,أخرى,"حالةُ المهمة «قيد التنفيذ» — نطاقُ الحكم § WFM-016 § اختبارُ انتقال: المنفّذ وحدَه يغيّرها وأثرُها يستمر عدُّ الإنجاز"
WFM-017,WFM-01,أخرى,"حالةُ المهمة «متوقفة» — نطاقُ الحكم § WFM-017 § اختبارُ انتقال: المنفّذ وحدَه يغيّرها وأثرُها يقف العدُّ بأسبابٍ معرَّفةٍ فقط"
WFM-018,WFM-01,أخرى,"حالةُ المهمة «مكتملة بانتظار التحقق» — نطاقُ الحكم § WFM-018 § اختبارُ انتقال: المنفّذ وحدَه يغيّرها وأثرُها يقف عدُّ الإنجاز ويبدأ عدُّ التحقق"
WFM-019,WFM-01,أخرى,"حالةُ المهمة «مقبولة ومغلقة» — نطاقُ الحكم § WFM-019 § اختبارُ انتقال: المتحقِّق — لا المنفّذ وحدَه يغيّرها وأثرُها يُقفل العدُّ ويُشتق الإنجاز"
WFM-020,WFM-01,أخرى,"حالةُ المهمة «معادة للمنفذ» — نطاقُ الحكم § WFM-020 § اختبارُ انتقال: المتحقِّق وحدَه يغيّرها وأثرُها يُستأنف عدُّ الإنجاز"
WFM-021,WFM-01,أخرى,"حالةُ المهمة «مرفوضة» — نطاقُ الحكم § WFM-021 § اختبارُ انتقال: المنفّذ وحدَه يغيّرها وأثرُها يُوقف العدُّ ويُخطر المكلِّف"
WFM-022,WFM-01,أخرى,"حالةُ المهمة «ملغاة» — نطاقُ الحكم § WFM-022 § اختبارُ انتقال: المكلِّف أو المالك وحدَه يغيّرها وأثرُها لا تُحتسب إنجازًا ولا تأخرًا"
WFM-023,WFM-01,أخرى,"حالةُ المهمة «أعيد إسنادها» — نطاقُ الحكم § WFM-023 § اختبارُ انتقال: المكلِّف أو المالك وحدَه يغيّرها وأثرُها العدُّ يستمر ولا يُصفَّر"
WFM-024,WFM-01,أخرى,"حالةُ المهمة «مفوَّضة مؤقتًا» — نطاقُ الحكم § WFM-024 § اختبارُ انتقال: المنفّذ باعتماد المالك وحدَه يغيّرها وأثرُها العدُّ يستمر والمسؤوليةُ تبقى للأصل"
WFM-025,WFM-01,أخرى,"حالةُ المهمة «متأخرة» — نطاقُ الحكم § WFM-025 § اختبارُ انتقال: النظامُ آليًّا وحدَه يغيّرها وأثرُها يُفتح عدُّ التأخر ويُصعَّد"
WFM-026,WFM-01,أخرى,"حالةُ المهمة «أعيد فتحها» — نطاقُ الحكم § WFM-026 § اختبارُ انتقال: المالك أو الحوكمة وحدَه يغيّرها وأثرُها يُعكس الإنجازُ ويُستأنف العد"
WFM-027,WFM-01,أخرى,"مصدرٌ واضحٌ ومالكٌ ومنفِّذٌ ونطاقٌ وموعدٌ ومخرَجٌ ودليلُ إغلاق. § WFM-027 § اختبارُ إلزام: حفظُ مهمةٍ ينقصها أحدُ السبعةِ يُرفض ويبيّن الناقص"
WFM-028,WFM-01,أخرى,"مصدرُ المهمة «تكليفٌ مباشرٌ من المدير» (SRC-01) — نطاقُ الحكم § WFM-028 § اختبارُ وجودٍ وسلوك: وقوعُ المحفّز يولّد المهمةَ بمصدرها SRC-01"
WFM-029,WFM-01,أخرى,"مصدرُ المهمة «تكليفٌ من نائبٍ أو مفوَّض» (SRC-02) — نطاقُ الحكم § WFM-029 § اختبارُ وجودٍ وسلوك: وقوعُ المحفّز يولّد المهمةَ بمصدرها SRC-02"
WFM-030,WFM-01,أخرى,"مصدرُ المهمة «انتقالُ مستندٍ لمرحلةٍ جديدة» (SRC-03) — نطاقُ الحكم § WFM-030 § اختبارُ وجودٍ وسلوك: وقوعُ المحفّز يولّد المهمةَ بمصدرها SRC-03"
WFM-031,WFM-01,أخرى,"مصدرُ المهمة «خطوةُ اعتمادٍ تنتظر قرارًا» (SRC-04) — نطاقُ الحكم § WFM-031 § اختبارُ وجودٍ وسلوك: وقوعُ المحفّز يولّد المهمةَ بمصدرها SRC-04"
WFM-032,WFM-01,أخرى,"مصدرُ المهمة «طلبٌ قدَّمه موظفٌ ويحتاج معالجة» (SRC-05) — نطاقُ الحكم § WFM-032 § اختبارُ وجودٍ وسلوك: وقوعُ المحفّز يولّد المهمةَ بمصدرها SRC-05"
WFM-033,WFM-01,أخرى,"مصدرُ المهمة «بلاغٌ وُجِّه لإدارةٍ أو شخص» (SRC-06) — نطاقُ الحكم § WFM-033 § اختبارُ وجودٍ وسلوك: وقوعُ المحفّز يولّد المهمةَ بمصدرها SRC-06"
WFM-034,WFM-01,أخرى,"مصدرُ المهمة «استثناءٌ أو انحرافٌ يحتاج معالجة» (SRC-07) — نطاقُ الحكم § WFM-034 § اختبارُ وجودٍ وسلوك: وقوعُ المحفّز يولّد المهمةَ بمصدرها SRC-07"
WFM-035,WFM-01,أخرى,"مصدرُ المهمة «مهمةٌ دوريةٌ مجدولة» (SRC-08) — نطاقُ الحكم § WFM-035 § اختبارُ وجودٍ وسلوك: وقوعُ المحفّز يولّد المهمةَ بمصدرها SRC-08"
WFM-036,WFM-01,أخرى,"مصدرُ المهمة «إجراءٌ تصحيحيٌّ من مراجعةٍ أو تدقيق» (SRC-09) — نطاقُ الحكم § WFM-036 § اختبارُ وجودٍ وسلوك: وقوعُ المحفّز يولّد المهمةَ بمصدرها SRC-09"
WFM-037,WFM-01,أخرى,"مصدرُ المهمة «قرارٌ من اجتماعٍ رسمي» (SRC-10) — نطاقُ الحكم § WFM-037 § اختبارُ وجودٍ وسلوك: وقوعُ المحفّز يولّد المهمةَ بمصدرها SRC-10"
WFM-038,WFM-01,أخرى,"مصدرُ المهمة «تجاوزُ مهلةٍ أو مؤشرِ خطر» (SRC-11) — نطاقُ الحكم § WFM-038 § اختبارُ وجودٍ وسلوك: وقوعُ المحفّز يولّد المهمةَ بمصدرها SRC-11"
WFM-039,WFM-01,أخرى,"مصدرُ المهمة «مهمةٌ عابرةٌ بين إدارتين» (SRC-12) — نطاقُ الحكم § WFM-039 § اختبارُ وجودٍ وسلوك: وقوعُ المحفّز يولّد المهمةَ بمصدرها SRC-12"
WFM-040,WFM-01,أخرى,"مصدرُ المهمة «مهمةٌ مرتبطةٌ بمشروعٍ أو أصلٍ أو عقد» (SRC-13) — نطاقُ الحكم § WFM-040 § اختبارُ وجودٍ وسلوك: وقوعُ المحفّز يولّد المهمةَ بمصدرها SRC-13"
WFM-041,WFM-01,أخرى,"مصدرُ المهمة «مهمةٌ طارئةٌ من حالةٍ تشغيلية» (SRC-14) — نطاقُ الحكم § WFM-041 § اختبارُ وجودٍ وسلوك: وقوعُ المحفّز يولّد المهمةَ بمصدرها SRC-14"
WFM-042,WFM-01,أخرى,"وما لا مصدرَ له يُوسَم «مقترحٌ يحتاج اعتماد المالك» ولا يُفعَّل قبله. § WFM-042 § اختبارُ تصنيف: كلُّ نوعِ طلبٍ يحمل مرجعَ مصدره أو وسمَ الاقتراح"
WFM-043,WFM-01,أخرى,"لكل نوع طلبٍ بطاقةُ تعريفٍ بستةٍ وعشرين حقلًا — نطاقُ الحكم § WFM-043 § اختبارُ اكتمال: صفرُ نوعِ طلبٍ ينقصه حقلٌ من الستةِ والعشرين"
WFM-044,WFM-01,أخرى,"نوعُ الطلب «طلب إجازة» (RQ-HR-01) — نطاقُ الحكم § WFM-044 § اختبارُ مسار: الطلبُ يصل مديرُه المباشر ويُنتج إذنُ إجازةٍ ورصيدٌ منقوص خلال يومان"
WFM-045,WFM-01,أخرى,"نوعُ الطلب «طلب إذن» (RQ-HR-02) — نطاقُ الحكم § WFM-045 § اختبارُ مسار: الطلبُ يصل مديرُه المباشر ويُنتج إذنُ انصرافٍ مسجَّل خلال 4 ساعات"
WFM-046,WFM-01,أخرى,"نوعُ الطلب «طلب سلفة موظف» (RQ-HR-03) — نطاقُ الحكم § WFM-046 § اختبارُ مسار: الطلبُ يصل الموارد ويُنتج سلفةٌ مصروفةٌ وجدولُ استقطاع خلال 3 أيام"
WFM-047,WFM-01,أخرى,"نوعُ الطلب «طلب شهادة أو مستند وظيفي» (RQ-HR-04) — نطاقُ الحكم § WFM-047 § اختبارُ مسار: الطلبُ يصل الموارد ويُنتج مستندٌ موقَّع خلال يومان"
WFM-048,WFM-01,أخرى,"نوعُ الطلب «طلب تعديل بيانات» (RQ-HR-05) — نطاقُ الحكم § WFM-048 § اختبارُ مسار: الطلبُ يصل الموارد ويُنتج ملفٌّ محدَّث خلال يومان"
WFM-049,WFM-01,أخرى,"نوعُ الطلب «طلب نقل أو ترقية» (RQ-HR-06) — نطاقُ الحكم § WFM-049 § اختبارُ مسار: الطلبُ يصل الموارد ويُنتج قرارُ نقلٍ أو ترقية خلال 10 أيام"
WFM-050,WFM-01,أخرى,"نوعُ الطلب «طلب تدريب» (RQ-HR-07) — نطاقُ الحكم § WFM-050 § اختبارُ مسار: الطلبُ يصل الموارد ويُنتج تسجيلٌ في برنامج خلال 5 أيام"
