الإدارة,الترتيب,المرحلة,المجموعة,الشاشة,"المستند الناتج","الدور المسؤول","الحالة التالية"
"القوى التشغيلية",4.416.23,"رابعًا: الوردية والتناوب التبادلي","التنقلات والسكن","تنقلات العاملين · Workforce/worker_movement.php","approval_chain · approval_chain · attribution · attendance · fin_events · housing_assignments · meter_readings · rotation_cycles · leaves · shift_log · attendance · shift_log.closed · handover · unit_records · unit_periods · unit_records.state · worker_mo  [nav09_map]","ادارة الموارد البشرية","إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد بأحكامٍ ثلاثةٍ مستقلة · وخطةُ العقد تُحدَّث · والإهلاكُ يُحتسب · الإسنادُ نهائيٌّ · وحاوياتُ الموردين تُستهلك · وعدّادُ المعدة يُحدَّث · البديلُ يُحجز · ورحلةُ التناوب تُطلب · والإجازةُ الميدانيةُ تُحتسب في ا  [nav09_map]"
"القوى التشغيلية",4.416.24,"رابعًا: الوردية والتناوب التبادلي","التنقلات والسكن","السكن والإعاشة والمعسكرات · Workforce/housing_units.php","approval_chain · approval_chain · attribution · attendance · fin_events · housing_assignments · meter_readings · rotation_cycles · leaves · shift_log · attendance · shift_log.closed · handover · unit_records · unit_periods · unit_records.state · worker_mo  [nav09_map]","ادارة الموارد البشرية","إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد بأحكامٍ ثلاثةٍ مستقلة · وخطةُ العقد تُحدَّث · والإهلاكُ يُحتسب · الإسنادُ نهائيٌّ · وحاوياتُ الموردين تُستهلك · وعدّادُ المعدة يُحدَّث · البديلُ يُحجز · ورحلةُ التناوب تُطلب · والإجازةُ الميدانيةُ تُحتسب في ا  [nav09_map]"
"القوى التشغيلية",5.517.25,"خامسًا: الأداء والاستحقاق","الأداء الشهري","الأداء الشهري للمشغّل · Workforce/op_monthly.php","fin_events · receivables · payables · operator_monthly · settlements  [nav09_map]","القوى التشغيلية","أساسُ الحافز يُثبَّت · والساعاتُ تدخل المسيّر · والإنتاجُ يُنسب له · إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد من واقعةٍ واحدةٍ بأحكامٍ ثلاثةٍ مستقلة — ولا أثرَ قبل هذه اللحظة · التسوياتُ الأربعُ بمستندٍ إلزاميٍّ (chk_settle_adj_doc) — وF-07/F-08 يُح  [nav09_map]"
"القوى التشغيلية",5.518.26,"خامسًا: الأداء والاستحقاق","أحكام المشغّل","توليد المستحق من العمل المعتمد · Finance/entitlement.php","fin_events · receivables · payables · operator_monthly · settlements  [nav09_map]","إدارة المالية","أساسُ الحافز يُثبَّت · والساعاتُ تدخل المسيّر · والإنتاجُ يُنسب له · إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد من واقعةٍ واحدةٍ بأحكامٍ ثلاثةٍ مستقلة — ولا أثرَ قبل هذه اللحظة · التسوياتُ الأربعُ بمستندٍ إلزاميٍّ (chk_settle_adj_doc) — وF-07/F-08 يُح  [nav09_map]"
"القوى التشغيلية",5.519.27,"خامسًا: الأداء والاستحقاق","تسوية ساعات الموردين","تسويات ومستحقات الموردين · Suppliers/settlements.php","fin_events · receivables · payables · operator_monthly · settlements  [nav09_map]","ادارة الموردين","أساسُ الحافز يُثبَّت · والساعاتُ تدخل المسيّر · والإنتاجُ يُنسب له · إيرادُ العميل وذمةُ المورد وأجرُ المشغّل تتولد من واقعةٍ واحدةٍ بأحكامٍ ثلاثةٍ مستقلة — ولا أثرَ قبل هذه اللحظة · التسوياتُ الأربعُ بمستندٍ إلزاميٍّ (chk_settle_adj_doc) — وF-07/F-08 يُح  [nav09_map]"
"القوى التشغيلية",6.620.28,"سادسًا: الخصومات",الخصومات,"خصومات المشغّلين المقترحة · Workforce/proposed_deductions.php","deductions.approved  [nav09_map]","القوى التشغيلية","يُرحَّل للمسيّر ببنده ومرجعه — ولا ترحيلَ مباشر  [nav09_map]"
"القوى التشغيلية",6.620.29,"سادسًا: الخصومات",الخصومات,"الخصومات والجزاءات · Workforce/deductions.php","deductions.approved  [nav09_map]","ادارة الموارد البشرية","يُرحَّل للمسيّر ببنده ومرجعه — ولا ترحيلَ مباشر  [nav09_map]"
"القوى التشغيلية",7.721.30,"متابعة القوى","الترحيل والتناوب","طلبات الترحيل · Transport/transfer_requests.php","approvals · approvals · audit · approvals · reasons  [nav09_map]","إدارة النقل والترحيل","المستندُ يعود قابلًا للتعديل · والمهلةُ تتوقف حتى إعادة الرفع · المستندُ يعود لمُنشئه بسببٍ من قائمةٍ محكومة — ويُقاس السببُ في تحليل الاختناقات · المستندُ ينتقل · والتوقيعُ يُسجَّل بمرجع التفويض  [nav09_map]"
"القوى التشغيلية",7.722.31,"متابعة القوى","المتابعة والبلاغات","بلاغات إدارتي · Tickets/dept_inbox.php","approvals · approvals · audit · approvals · reasons  [nav09_map]","إدارة البلاغات","المستندُ يعود قابلًا للتعديل · والمهلةُ تتوقف حتى إعادة الرفع · المستندُ يعود لمُنشئه بسببٍ من قائمةٍ محكومة — ويُقاس السببُ في تحليل الاختناقات · المستندُ ينتقل · والتوقيعُ يُسجَّل بمرجع التفويض  [nav09_map]"
"القوى التشغيلية",7.722.32,"متابعة القوى","المتابعة والبلاغات","أبلغ عن مشكلة من هذه الشاشة · Tickets/ticket_contextual_open.php","approvals · approvals · audit · approvals · reasons  [nav09_map]","— لا وحدة","المستندُ يعود قابلًا للتعديل · والمهلةُ تتوقف حتى إعادة الرفع · المستندُ يعود لمُنشئه بسببٍ من قائمةٍ محكومة — ويُقاس السببُ في تحليل الاختناقات · المستندُ ينتقل · والتوقيعُ يُسجَّل بمرجع التفويض  [nav09_map]"
"القوى التشغيلية",7.722.33,"متابعة القوى","المتابعة والبلاغات","صندوق ما ينتظر اعتمادي · Finance/approvals_inbox.php","approvals · approvals · audit · approvals · reasons  [nav09_map]","إدارة المالية","المستندُ يعود قابلًا للتعديل · والمهلةُ تتوقف حتى إعادة الرفع · المستندُ يعود لمُنشئه بسببٍ من قائمةٍ محكومة — ويُقاس السببُ في تحليل الاختناقات · المستندُ ينتقل · والتوقيعُ يُسجَّل بمرجع التفويض  [nav09_map]"
"القوى التشغيلية",8.823.34,"تقارير القوى","الميزانية والإنجاز","ميزانية إدارتي · Finance/budget_dept.php","budget_change_requests · export_log  [nav09_map]","إدارة المالية","الطلبُ يدخل سلّمَ الاعتماد ببيان أثره — ولا يُعدَّل السقفُ قبل الاعتماد · الملفُّ يُصدَّر بنطاق المستخدم وحدَه · وكلُّ تصديرٍ يُسجَّل بالمستخدم والفلاتر  [nav09_map]"
"القوى التشغيلية",8.823.35,"تقارير القوى","الميزانية والإنجاز","إنجاز الإدارة · Portal/dept_achievement.php","budget_change_requests · export_log  [nav09_map]","إدارة الصلاحيات","الطلبُ يدخل سلّمَ الاعتماد ببيان أثره — ولا يُعدَّل السقفُ قبل الاعتماد · الملفُّ يُصدَّر بنطاق المستخدم وحدَه · وكلُّ تصديرٍ يُسجَّل بالمستخدم والفلاتر  [nav09_map]"
"القوى التشغيلية",8.823.36,"تقارير القوى","الميزانية والإنجاز","مركز التقارير · emsreports/index.php","budget_change_requests · export_log  [nav09_map]","إدارة الصلاحيات","الطلبُ يدخل سلّمَ الاعتماد ببيان أثره — ولا يُعدَّل السقفُ قبل الاعتماد · الملفُّ يُصدَّر بنطاق المستخدم وحدَه · وكلُّ تصديرٍ يُسجَّل بالمستخدم والفلاتر  [nav09_map]"
"القوى التشغيلية",97.9700.10,"شاشات مالية","شاشات مالية","فحص شروط الاستحقاق · Finance/entitlement_gate.php","entitlement_gate · fin_events · unit_effects · ems_business_events  [nav09_map]","إدارة المالية","الأثرُ يُنقل إلى «مردود» بسببٍ من قائمةٍ مغلقةٍ ومرجعِ رادِّه — والمقيَّدُ لا يُردّ بأثرٍ رجعيّ · الحارسُ يفحص: سلسلةٌ مكتملة · فترةٌ مفتوحة · عقدٌ نافذ · حصةٌ متاحة — ثم يتولد الأثرُ الماليُّ ولا يقع قبلها · لا Posted إلا باعتمادِ مديرِ الإدارةِ والمالية  [nav09_map]"
"القوى التشغيلية",98.9800.10,"فريق العمل","فريق العمل","إدارة المعاونين · main/project_users.php","— لا مصدر","ادارة الموردين","خارج الوثيقة — بانتظار قرار المالك  [cycle_order]"
"القوى التشغيلية",99.999.99,"خارج الوثيقة — بانتظار قرار المالك","أخرى — للمراجعة","مساحة مخاطر الإدارة · Risk/dept_risk_space.php","— لا مصدر","إدارة المخاطر","نهايةُ دورةِ الإدارة — لا مرحلةَ بعدَها  [cycle_order]"
"إدارة المخاطر",0.1.1,"لوحة الإدارة","مساحتي الشخصية","مهامي · Portal/my_tasks.php","tasks · workflow  [nav09_map]","مساحة عملي  [إدارة]","المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث  [nav09_map]"
"إدارة المخاطر",0.1.2,"لوحة الإدارة","مساحتي الشخصية","لوحة المخاطر العليا · Risk/risk_board.php","tasks · workflow  [nav09_map]","إدارة المخاطر","المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث  [nav09_map]"
"إدارة المخاطر",0.1.90,"لوحة الإدارة","مساحتي الشخصية","بلاغاتُ إدارتي · Tickets/dept_inbox.php","tasks · workflow  [nav09_map]","إدارة البلاغات","المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث  [nav09_map]"
"إدارة المخاطر",1.2.1,"أولًا: الإشارة والفرز",الإشارات,"إشارات الخطر والفرز · Risk/risk_signals.php","— لا مصدر","إدارة المخاطر","ثانيًا: السجل والتصنيف  [cycle_order]"
"إدارة المخاطر",1.10.1,"أولًا: الرصد والفرز","الإشارات والوقائع","الحوادث والوقائع · Risk/risk_incidents.php","— لا مصدر","إدارة المخاطر","ثانيًا: السجل والتصنيف  [cycle_order]"
"إدارة المخاطر",1.10.2,"أولًا: الرصد والفرز","الإشارات والوقائع","مخاطر الميدان · Risk/risk_field.php","— لا مصدر","إدارة المخاطر","ثانيًا: السجل والتصنيف  [cycle_order]"
"إدارة المخاطر",2.3.1,"ثانيًا: السجل والتقييم","السجل المركزي","سجل المخاطر المركزي · Risk/risk_register.php","— لا مصدر","إدارة المخاطر","ثالثًا: التقييم والتحدي  [cycle_order]"
"إدارة المخاطر",2.3.2,"ثانيًا: السجل والتقييم","السجل المركزي","ملف الخطر · Risk/risk_card.php","— لا مصدر","إدارة المخاطر","ثالثًا: التقييم والتحدي  [cycle_order]"
"إدارة المخاطر",2.11.1,"ثانيًا: السجل والتصنيف","المنهج والتصنيف","وحدات المخاطر والتصنيف · Risk/risk_units.php","— لا مصدر","إدارة المخاطر","ثالثًا: التقييم والتحدي  [cycle_order]"
"إدارة المخاطر",3.4.1,"ثالثًا: الضوابط والمؤشرات",الضوابط,"الضوابط والضوابط الحرجة · Risk/risk_controls.php","— لا مصدر","إدارة المخاطر","رابعًا: الضوابط والتحقق  [cycle_order]"
"إدارة المخاطر",3.4.2,"ثالثًا: الضوابط والمؤشرات",الضوابط,"مؤشرات الخطر الرئيسة · Risk/risk_kris.php","— لا مصدر","إدارة المخاطر","رابعًا: الضوابط والتحقق  [cycle_order]"
"إدارة المخاطر",3.12.1,"ثالثًا: التقييم والتحدي",التقييم,"تقييم الخطر ونسخه التاريخية · Risk/risk_assessment.php","— لا مصدر","إدارة المخاطر","رابعًا: الضوابط والتحقق  [cycle_order]"
"إدارة المخاطر",4.5.1,"رابعًا: المعالجة والقبول","المعالجة والقرار","إجراءات معالجة المخاطر · Risk/risk_treatments.php","— لا مصدر","إدارة المخاطر","خامسًا: الشهية والمنهج  [cycle_order]"
"إدارة المخاطر",4.5.2,"رابعًا: المعالجة والقبول","المعالجة والقرار","مراجعات المخاطر وقراراتها · Risk/risk_reviews.php","— لا مصدر","إدارة المخاطر","خامسًا: الشهية والمنهج  [cycle_order]"
"إدارة المخاطر",4.13.1,"رابعًا: الضوابط والتحقق",التحقق,"التحقق من الضوابط الحرجة · Risk/risk_control_verify.php","— لا مصدر","إدارة المخاطر","خامسًا: الشهية والمنهج  [cycle_order]"
"إدارة المخاطر",5.6.1,"خامسًا: الشهية والمنهج","الإطار الحاكم","شهية المخاطر وحدودها · Risk/risk_appetite.php","— لا مصدر","إدارة المخاطر","سابعًا: القبول والتصعيد  [cycle_order]"
"إدارة المخاطر",5.6.2,"خامسًا: الشهية والمنهج","الإطار الحاكم","مساحة مخاطر الإدارة · Risk/dept_risk_space.php","— لا مصدر","إدارة المخاطر","سابعًا: القبول والتصعيد  [cycle_order]"
"إدارة المخاطر",7.14.1,"سابعًا: القبول والتصعيد",القبول,"القبول والاستثناءات · Risk/risk_acceptance.php","— لا مصدر","إدارة المخاطر","ثامنًا: الحوكمة والإطار  [cycle_order]"
"إدارة المخاطر",8.15.1,"ثامنًا: الحوكمة والإطار","الإطار والحوكمة","لجنة المخاطر · Risk/risk_committee.php","— لا مصدر","إدارة المخاطر","شاشات مالية  [cycle_order]"
"إدارة المخاطر",8.15.2,"ثامنًا: الحوكمة والإطار","الإطار والحوكمة","تقارير المخاطر والتحليلات · Risk/risk_reports.php","— لا مصدر","إدارة المخاطر","شاشات مالية  [cycle_order]"
"إدارة المخاطر",8.15.3,"ثامنًا: الحوكمة والإطار","الإطار والحوكمة","إعدادات المخاطر والتصنيف · Risk/risk_settings.php","— لا مصدر","إدارة المخاطر","شاشات مالية  [cycle_order]"
"إدارة المخاطر",8.15.4,"ثامنًا: الحوكمة والإطار","الإطار والحوكمة","حوكمة إدارة المخاطر · Risk/gov_dept_rsk.php","— لا مصدر","إدارة المخاطر","شاشات مالية  [cycle_order]"
"إدارة المخاطر",97.9700.10,"شاشات مالية","شاشات مالية","لوحة النسب المالية · Finance/fin_ratios.php","fin_cashflow · fin_equity · fin_posting_matrix · fin_project_pl · fin_ratio_targets · fin_ratio_values · risk_signals  [nav09_map]","إدارة المالية","◆ إيرادُ المعدةِ وتكلفتُها وهامشُها وتكلفةُ ساعتها ونقطةُ تعادلها — بالبُعد D5 · ◆ الإشارةُ تُنشر إلى المخاطرِ لا تبقى في المالية — فتدخل الفرزَ الرباعي · ◆ الإيرادُ والتكلفةُ المباشرةُ بالبُعد D2 والحصةُ المحمَّلةُ بأساسِ تحميلٍ معلَن · ◆ الحسابُ يُشتق م  [nav09_map]"
"إدارة المخاطر",97.9700.20,"شاشات مالية","شاشات مالية","تفصيل نسبة مالية · Finance/fin_ratio_detail.php","fin_cashflow · fin_equity · fin_posting_matrix · fin_project_pl · fin_ratio_targets · fin_ratio_values · risk_signals  [nav09_map]","إدارة المالية","◆ إيرادُ المعدةِ وتكلفتُها وهامشُها وتكلفةُ ساعتها ونقطةُ تعادلها — بالبُعد D5 · ◆ الإشارةُ تُنشر إلى المخاطرِ لا تبقى في المالية — فتدخل الفرزَ الرباعي · ◆ الإيرادُ والتكلفةُ المباشرةُ بالبُعد D2 والحصةُ المحمَّلةُ بأساسِ تحميلٍ معلَن · ◆ الحسابُ يُشتق م  [nav09_map]"
"إدارة المخاطر",97.9700.30,"شاشات مالية","شاشات مالية","حدود النسب وأهدافها · Finance/fin_ratio_targets.php","fin_cashflow · fin_equity · fin_posting_matrix · fin_project_pl · fin_ratio_targets · fin_ratio_values · risk_signals  [nav09_map]","إدارة المالية","◆ إيرادُ المعدةِ وتكلفتُها وهامشُها وتكلفةُ ساعتها ونقطةُ تعادلها — بالبُعد D5 · ◆ الإشارةُ تُنشر إلى المخاطرِ لا تبقى في المالية — فتدخل الفرزَ الرباعي · ◆ الإيرادُ والتكلفةُ المباشرةُ بالبُعد D2 والحصةُ المحمَّلةُ بأساسِ تحميلٍ معلَن · ◆ الحسابُ يُشتق م  [nav09_map]"
"إدارة المخاطر",97.9700.40,"شاشات مالية","شاشات مالية","الإنذار المالي المبكر · Finance/fin_early_warning.php","fin_cashflow · fin_equity · fin_posting_matrix · fin_project_pl · fin_ratio_targets · fin_ratio_values · risk_signals  [nav09_map]","إدارة المالية","◆ إيرادُ المعدةِ وتكلفتُها وهامشُها وتكلفةُ ساعتها ونقطةُ تعادلها — بالبُعد D5 · ◆ الإشارةُ تُنشر إلى المخاطرِ لا تبقى في المالية — فتدخل الفرزَ الرباعي · ◆ الإيرادُ والتكلفةُ المباشرةُ بالبُعد D2 والحصةُ المحمَّلةُ بأساسِ تحميلٍ معلَن · ◆ الحسابُ يُشتق م  [nav09_map]"
"إدارة المخاطر",97.9700.50,"شاشات مالية","شاشات مالية","ربحية المعدة الواحدة · Finance/fin_unit_economics.php","fin_cashflow · fin_equity · fin_posting_matrix · fin_project_pl · fin_ratio_targets · fin_ratio_values · risk_signals  [nav09_map]","إدارة المالية","◆ إيرادُ المعدةِ وتكلفتُها وهامشُها وتكلفةُ ساعتها ونقطةُ تعادلها — بالبُعد D5 · ◆ الإشارةُ تُنشر إلى المخاطرِ لا تبقى في المالية — فتدخل الفرزَ الرباعي · ◆ الإيرادُ والتكلفةُ المباشرةُ بالبُعد D2 والحصةُ المحمَّلةُ بأساسِ تحميلٍ معلَن · ◆ الحسابُ يُشتق م  [nav09_map]"
"إدارة المخاطر",97.9700.60,"شاشات مالية","شاشات مالية","هامش العقد ونموذج العمل · Finance/fin_contract_margin.php","fin_cashflow · fin_equity · fin_posting_matrix · fin_project_pl · fin_ratio_targets · fin_ratio_values · risk_signals  [nav09_map]","إدارة المالية","◆ إيرادُ المعدةِ وتكلفتُها وهامشُها وتكلفةُ ساعتها ونقطةُ تعادلها — بالبُعد D5 · ◆ الإشارةُ تُنشر إلى المخاطرِ لا تبقى في المالية — فتدخل الفرزَ الرباعي · ◆ الإيرادُ والتكلفةُ المباشرةُ بالبُعد D2 والحصةُ المحمَّلةُ بأساسِ تحميلٍ معلَن · ◆ الحسابُ يُشتق م  [nav09_map]"
"إدارة المخاطر",97.9700.70,"شاشات مالية","شاشات مالية","قائمة دخل المشروع · Finance/fin_project_pl.php","fin_cashflow · fin_equity · fin_posting_matrix · fin_project_pl · fin_ratio_targets · fin_ratio_values · risk_signals  [nav09_map]","إدارة المالية","◆ إيرادُ المعدةِ وتكلفتُها وهامشُها وتكلفةُ ساعتها ونقطةُ تعادلها — بالبُعد D5 · ◆ الإشارةُ تُنشر إلى المخاطرِ لا تبقى في المالية — فتدخل الفرزَ الرباعي · ◆ الإيرادُ والتكلفةُ المباشرةُ بالبُعد D2 والحصةُ المحمَّلةُ بأساسِ تحميلٍ معلَن · ◆ الحسابُ يُشتق م  [nav09_map]"
"إدارة المخاطر",97.9700.80,"شاشات مالية","شاشات مالية","قائمة التدفقات النقدية · Finance/fin_cashflow_stmt.php","fin_cashflow · fin_equity · fin_posting_matrix · fin_project_pl · fin_ratio_targets · fin_ratio_values · risk_signals  [nav09_map]","إدارة المالية","◆ إيرادُ المعدةِ وتكلفتُها وهامشُها وتكلفةُ ساعتها ونقطةُ تعادلها — بالبُعد D5 · ◆ الإشارةُ تُنشر إلى المخاطرِ لا تبقى في المالية — فتدخل الفرزَ الرباعي · ◆ الإيرادُ والتكلفةُ المباشرةُ بالبُعد D2 والحصةُ المحمَّلةُ بأساسِ تحميلٍ معلَن · ◆ الحسابُ يُشتق م  [nav09_map]"
"إدارة المخاطر",97.9700.90,"شاشات مالية","شاشات مالية","قائمة التغيرات في حقوق الملكية · Finance/fin_equity_stmt.php","fin_cashflow · fin_equity · fin_posting_matrix · fin_project_pl · fin_ratio_targets · fin_ratio_values · risk_signals  [nav09_map]","إدارة المالية","◆ إيرادُ المعدةِ وتكلفتُها وهامشُها وتكلفةُ ساعتها ونقطةُ تعادلها — بالبُعد D5 · ◆ الإشارةُ تُنشر إلى المخاطرِ لا تبقى في المالية — فتدخل الفرزَ الرباعي · ◆ الإيرادُ والتكلفةُ المباشرةُ بالبُعد D2 والحصةُ المحمَّلةُ بأساسِ تحميلٍ معلَن · ◆ الحسابُ يُشتق م  [nav09_map]"
"إدارة المخاطر",97.9700.100,"شاشات مالية","شاشات مالية","مصفوفة الترحيل من الإدارات · Finance/fin_posting_matrix.php","fin_cashflow · fin_equity · fin_posting_matrix · fin_project_pl · fin_ratio_targets · fin_ratio_values · risk_signals  [nav09_map]","إدارة المالية","◆ إيرادُ المعدةِ وتكلفتُها وهامشُها وتكلفةُ ساعتها ونقطةُ تعادلها — بالبُعد D5 · ◆ الإشارةُ تُنشر إلى المخاطرِ لا تبقى في المالية — فتدخل الفرزَ الرباعي · ◆ الإيرادُ والتكلفةُ المباشرةُ بالبُعد D2 والحصةُ المحمَّلةُ بأساسِ تحميلٍ معلَن · ◆ الحسابُ يُشتق م  [nav09_map]"
"إدارة المخاطر",98.9800.10,"فريق العمل","فريق العمل","إدارة المعاونين · main/project_users.php","— لا مصدر","ادارة الموردين","نهايةُ دورةِ الإدارة — لا مرحلةَ بعدَها  [cycle_order]"
"محلل المخاطر",0.1.1,"لوحة الإدارة","مساحتي الشخصية","مهامي · Portal/my_tasks.php","tasks · workflow  [nav09_map]","مساحة عملي  [إدارة]","المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث  [nav09_map]"
"محلل المخاطر",0.1.2,"لوحة الإدارة","مساحتي الشخصية","لوحة المخاطر العليا · Risk/risk_board.php","tasks · workflow  [nav09_map]","إدارة المخاطر","المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث  [nav09_map]"
"محلل المخاطر",0.1.90,"لوحة الإدارة","مساحتي الشخصية","بلاغاتُ إدارتي · Tickets/dept_inbox.php","tasks · workflow  [nav09_map]","إدارة البلاغات","المهمةُ تُقفل · والخطوةُ التاليةُ تُفتح لصاحبها · ومهلةُ المسار تُحدَّث  [nav09_map]"
"محلل المخاطر",1.2.1,"أولًا: الإشارة والفرز",الإشارات,"إشارات الخطر والفرز · Risk/risk_signals.php","— لا مصدر","إدارة المخاطر","ثانيًا: السجل والتصنيف  [cycle_order]"
"محلل المخاطر",1.10.1,"أولًا: الرصد والفرز","الإشارات والوقائع","الحوادث والوقائع · Risk/risk_incidents.php","— لا مصدر","إدارة المخاطر","ثانيًا: السجل والتصنيف  [cycle_order]"
"محلل المخاطر",1.10.2,"أولًا: الرصد والفرز","الإشارات والوقائع","مخاطر الميدان · Risk/risk_field.php","— لا مصدر","إدارة المخاطر","ثانيًا: السجل والتصنيف  [cycle_order]"
"محلل المخاطر",2.3.1,"ثانيًا: السجل والتقييم","السجل المركزي","سجل المخاطر المركزي · Risk/risk_register.php","— لا مصدر","إدارة المخاطر","ثالثًا: التقييم والتحدي  [cycle_order]"
"محلل المخاطر",2.3.2,"ثانيًا: السجل والتقييم","السجل المركزي","ملف الخطر · Risk/risk_card.php","— لا مصدر","إدارة المخاطر","ثالثًا: التقييم والتحدي  [cycle_order]"
"محلل المخاطر",2.11.1,"ثانيًا: السجل والتصنيف","المنهج والتصنيف","وحدات المخاطر والتصنيف · Risk/risk_units.php","— لا مصدر","إدارة المخاطر","ثالثًا: التقييم والتحدي  [cycle_order]"
"محلل المخاطر",3.4.1,"ثالثًا: الضوابط والمؤشرات",الضوابط,"الضوابط والضوابط الحرجة · Risk/risk_controls.php","— لا مصدر","إدارة المخاطر","رابعًا: الضوابط والتحقق  [cycle_order]"
"محلل المخاطر",3.4.2,"ثالثًا: الضوابط والمؤشرات",الضوابط,"مؤشرات الخطر الرئيسة · Risk/risk_kris.php","— لا مصدر","إدارة المخاطر","رابعًا: الضوابط والتحقق  [cycle_order]"
"محلل المخاطر",3.12.1,"ثالثًا: التقييم والتحدي",التقييم,"تقييم الخطر ونسخه التاريخية · Risk/risk_assessment.php","— لا مصدر","إدارة المخاطر","رابعًا: الضوابط والتحقق  [cycle_order]"
"محلل المخاطر",4.5.1,"رابعًا: المعالجة والقبول","المعالجة والقرار","إجراءات معالجة المخاطر · Risk/risk_treatments.php","— لا مصدر","إدارة المخاطر","خامسًا: الشهية والمنهج  [cycle_order]"
"محلل المخاطر",4.5.2,"رابعًا: المعالجة والقبول","المعالجة والقرار","مراجعات المخاطر وقراراتها · Risk/risk_reviews.php","— لا مصدر","إدارة المخاطر","خامسًا: الشهية والمنهج  [cycle_order]"
"محلل المخاطر",4.13.1,"رابعًا: الضوابط والتحقق",التحقق,"التحقق من الضوابط الحرجة · Risk/risk_control_verify.php","— لا مصدر","إدارة المخاطر","خامسًا: الشهية والمنهج  [cycle_order]"
"محلل المخاطر",5.6.1,"خامسًا: الشهية والمنهج","الإطار الحاكم","شهية المخاطر وحدودها · Risk/risk_appetite.php","— لا مصدر","إدارة المخاطر","سابعًا: القبول والتصعيد  [cycle_order]"
"محلل المخاطر",5.6.2,"خامسًا: الشهية والمنهج","الإطار الحاكم","مساحة مخاطر الإدارة · Risk/dept_risk_space.php","— لا مصدر","إدارة المخاطر","سابعًا: القبول والتصعيد  [cycle_order]"
"محلل المخاطر",7.14.1,"سابعًا: القبول والتصعيد",القبول,"القبول والاستثناءات · Risk/risk_acceptance.php","— لا مصدر","إدارة المخاطر","ثامنًا: الحوكمة والإطار  [cycle_order]"
"محلل المخاطر",8.15.1,"ثامنًا: الحوكمة والإطار","الإطار والحوكمة","لجنة المخاطر · Risk/risk_committee.php","— لا مصدر","إدارة المخاطر","نهايةُ دورةِ الإدارة — لا مرحلةَ بعدَها  [cycle_order]"
"محلل المخاطر",8.15.2,"ثامنًا: الحوكمة والإطار","الإطار والحوكمة","تقارير المخاطر والتحليلات · Risk/risk_reports.php","— لا مصدر","إدارة المخاطر","نهايةُ دورةِ الإدارة — لا مرحلةَ بعدَها  [cycle_order]"
"محلل المخاطر",8.15.3,"ثامنًا: الحوكمة والإطار","الإطار والحوكمة","إعدادات المخاطر والتصنيف · Risk/risk_settings.php","— لا مصدر","إدارة المخاطر","نهايةُ دورةِ الإدارة — لا مرحلةَ بعدَها  [cycle_order]"
"محلل المخاطر",8.15.4,"ثامنًا: الحوكمة والإطار","الإطار والحوكمة","حوكمة إدارة المخاطر · Risk/gov_dept_rsk.php","— لا مصدر","إدارة المخاطر","نهايةُ دورةِ الإدارة — لا مرحلةَ بعدَها  [cycle_order]"
"مشرف المخاطر",0.1.1,"لوحة الإدارة","لوحة الإدارة","لوحة المخاطر العليا · Risk/risk_board.php","— لا مصدر","إدارة المخاطر","أولًا: الرصد والفرز  [cycle_order]"
"مشرف المخاطر",0.1.9,"لوحة الإدارة","لوحة الإدارة","مساحة مخاطر الإدارة · Risk/dept_risk_space.php","— لا مصدر","إدارة المخاطر","أولًا: الرصد والفرز  [cycle_order]"
"مشرف المخاطر",1.2.2,"أولًا: الرصد والفرز","أولًا: الرصد والفرز","إشارات الخطر والفرز · Risk/risk_signals.php","— لا مصدر","إدارة المخاطر","ثانيًا: السجل والتصنيف  [cycle_order]"
"مشرف المخاطر",1.10.1,"أولًا: الرصد والفرز","الإشارات والوقائع","الحوادث والوقائع · Risk/risk_incidents.php","— لا مصدر","إدارة المخاطر","ثانيًا: السجل والتصنيف  [cycle_order]"
"مشرف المخاطر",1.10.2,"أولًا: الرصد والفرز","الإشارات والوقائع","مخاطر الميدان · Risk/risk_field.php","— لا مصدر","إدارة المخاطر","ثانيًا: السجل والتصنيف  [cycle_order]"
"مشرف المخاطر",1.10.90,"أولًا: الرصد والفرز","الإشارات والوقائع","بلاغاتُ إدارتي · Tickets/dept_inbox.php","— لا مصدر","إدارة البلاغات","ثانيًا: السجل والتصنيف  [cycle_order]"
"مشرف المخاطر",2.3.3,"ثانيًا: السجل والتصنيف","ثانيًا: السجل والتصنيف","سجل المخاطر المركزي · Risk/risk_register.php","— لا مصدر","إدارة المخاطر","ثالثًا: التقييم والتحدي  [cycle_order]"
